epoch,acc,loss,val_acc,val_loss
0,0.487804745704,1.0180147481,0.496705882344,1.00194763191
1,0.569145328363,0.908761199785,0.495784313716,1.01564625951
2,0.705810855539,0.680316729226,0.481549019598,1.14416861525
3,0.867895145231,0.340644190245,0.475588235303,1.51224511911
4,0.93165231452,0.185507402797,0.461901960812,1.91574290603
