epoch,acc,loss,val_acc,val_loss
0,0.0166167664671,5.68343837018,0.0730538922156,4.49882653288
1,0.0479041916168,4.88734187737,0.161676646742,3.90098577317
2,0.0971556886228,4.31226130731,0.247904191652,3.42519002132
3,0.154640718527,3.82584173151,0.332934131808,3.05641537826
4,0.19476047906,3.58201643607,0.331736526982,3.01514004462
5,0.196856287443,3.52511355149,0.338922155724,2.99637531349
6,0.19610778444,3.50835791434,0.347305389222,2.91404172218
0,0.258832335329,6.22712893971,0.431137724587,5.85448181472
1,0.449401197569,5.69156958985,0.499401197605,4.99338362209
2,0.5080838323,5.2516368963,0.53772455097,4.82716159164
3,0.543712574815,5.00040661932,0.534131736598,4.92615885535
4,0.592215568934,4.49415072538,0.619161676718,3.92659391243
5,0.648802395281,3.83540889717,0.62395209588,3.91980437062
6,0.658233532863,3.65181877684,0.62994011976,3.79629009816
7,0.664670658718,3.59225427776,0.628742515041,3.73674418341
8,0.678592814371,3.48463521946,0.616766467137,3.94448363481
9,0.677245508911,3.4997150394,0.634730538994,3.70536201557
10,0.686826347305,3.39539753234,0.637125748574,3.75819677022
11,0.68233532927,3.46458944703,0.643113772491,3.70354001793
12,0.685778443185,3.4094663166,0.631137724551,3.90566911212
13,0.67979041909,3.43048755908,0.640718562874,3.75499227718
14,0.684431137796,3.43004684648,0.638323353293,3.65424329395
0,0.333383233497,4.32012646841,0.475449101868,4.00935343397
1,0.601497005988,3.13426616949,0.552095808455,3.67454535147
2,0.672754491018,2.61849332284,0.565269461114,3.66511516914
3,0.747005988024,2.11010002947,0.619161676718,2.95853011936
4,0.788622754491,1.87773496898,0.669461077844,2.53472381442
5,0.858383233604,1.37289567379,0.700598802467,2.28054101396
6,0.86392215576,1.35571221213,0.701796407257,2.24946375664
7,0.871407185629,1.31894714204,0.68502994012,2.36207882901
8,0.875449101796,1.30334751206,0.694610778514,2.29097850419
9,0.873053892144,1.30281878717,0.676646706658,2.51823278473
10,0.880538922156,1.27140794978,0.688622754562,2.46357225272
11,0.878143712575,1.27981375699,0.699401197676,2.31389212408
12,0.882485030012,1.26865705559,0.689820359281,2.35246571904
13,0.880838323425,1.27452329511,0.702994012047,2.29508888093
14,0.879041916239,1.26807607491,0.698203592814,2.30936538673
0,0.381137724622,3.80062671593,0.505389221593,3.6084998936
1,0.688023952167,2.4275412037,0.5964071857,3.16879636221
2,0.786377245509,1.82632127766,0.629940119832,2.85930927542
3,0.852694610707,1.5375695841,0.629940119832,2.77299786128
4,0.876796407186,1.4657384063,0.689820359353,2.28228371643
5,0.911976047833,1.34375766255,0.686227544982,2.35286498627
6,0.914221556886,1.33991873206,0.676646706587,2.3989823427
7,0.914371257485,1.33783358438,0.680239521029,2.32469435309
8,0.915868263473,1.33536047393,0.68143712582,2.27359690638
9,0.916317365269,1.33169859384,0.692215568934,2.32917438039
10,0.916616766467,1.33134047869,0.704191616838,2.15749571566
11,0.915868263544,1.33183936016,0.683832335329,2.36801825037
12,0.916616766538,1.33026026594,0.694610778443,2.18625201135
13,0.916616766538,1.32953814279,0.668263473054,2.46686449059
14,0.917215568934,1.32511450445,0.686227544982,2.31291360752
0,0.453921201565,1.06244714999,0.455450980378,1.04928397358
1,0.464738215776,1.04077265244,0.464921568613,1.03528887736
2,0.465275403841,1.04096992699,0.454117647063,1.05559517712
3,0.465172307142,1.04101915254,0.468137254893,1.03964903744
4,0.478886881216,1.02115176876,0.477,1.02503827822
5,0.48044418399,1.01897371436,0.475862745103,1.02463909325
6,0.482120861889,1.01835068268,0.477549019636,1.02443336537
7,0.48180885872,1.01872211169,0.477607843109,1.02388027303
8,0.481700335879,1.01846522756,0.480117647054,1.02245609519
9,0.483629329384,1.01597193502,0.479882352922,1.02177357141
10,0.483756843722,1.01578083845,0.479764705873,1.02183575292
11,0.484372710846,1.01589280185,0.479470588249,1.02198773098
12,0.483930480268,1.01587474038,0.480117647031,1.02140247545
0,0.461580201093,1.04501560164,0.468823529426,1.03114407246
1,0.472890994232,1.02707941533,0.47494117648,1.0263586337
2,0.475240513748,1.02457087128,0.474039215658,1.02710723789
3,0.476906339362,1.02325011512,0.473784313707,1.02680763146
4,0.481230974589,1.01803692188,0.478372549029,1.02217470399
5,0.482226671659,1.01721202124,0.477862745093,1.02239845673
6,0.481892963922,1.01723170692,0.47809803922,1.02194267406
7,0.482215819375,1.01717410103,0.478039215682,1.02242434932
8,0.48220496709,1.01718361878,0.479176470574,1.02194629521
9,0.483900636487,1.01622801977,0.478823529412,1.02177349878
10,0.483613050957,1.01625083028,0.478901960794,1.02144534668
11,0.482761146653,1.01626339317,0.478411764701,1.02176570812
12,0.483309187001,1.01625363352,0.479313725476,1.02116339736
13,0.483029740685,1.01638409068,0.477941176443,1.02142646806
14,0.4831219851,1.01611854147,0.478372549034,1.02205708214
