epoch,acc,loss,val_acc,val_loss
0,0.445942059656,1.05354830427,0.455215686256,1.04420953676
1,0.46159919259,1.04004781439,0.461254901947,1.03935961579
2,0.465093628082,1.03688018861,0.458941176457,1.0420972739
3,0.465891270965,1.03548322145,0.462843137269,1.03899377658
4,0.471976689294,1.02999246389,0.464392156835,1.03658035396
5,0.472595269489,1.02910454116,0.467392156853,1.03533995036
6,0.473287102604,1.02892792219,0.466490196074,1.03577591034
7,0.473078196133,1.02854261959,0.467058823525,1.03489205534
8,0.473333224811,1.02837391621,0.467137254874,1.03486510559
9,0.474252955891,1.02787485301,0.467999999972,1.03467149463
10,0.472882855019,1.02809507653,0.468019607848,1.03424160561
11,0.473840569094,1.02783058548,0.466725490196,1.0353398177
12,0.4736994894,1.0279349714,0.468470588235,1.0342332903
13,0.47427737353,1.02808423257,0.46778431374,1.03452314313
14,0.473403764657,1.02789971373,0.467882352927,1.0349841587
